Item_Description,Amount,Traffic_Source,Session_Duration
Google Water Bottle,10,Paid Search,438
Google Stickers,5,Social Media,"2,679"
Canvas Tote,18,Organic Search,"3,428"
Backpack,125,Referral,"2,098"
Google Stickers,5,Referral,"3,582"
Canvas Tote,18,Social Media,"3,013"
Lanyard,6,Social Media,"1,940"
Canvas Tote,18,Organic Search,"2,848"
Canvas Tote,18,Organic Search,"2,347"
Google Water Bottle,10,Referral,478
Google Stickers,5,Referral,"1,246"
Google Stickers,5,Referral,896
Google Hoodie,124,Referral,"2,124"
Google Stickers,5,Organic Search,"1,423"
Android T-Shirt,20,Referral,336
Puffer Vest,115,Direct,"2,374"
Lanyard,6,Social Media,"2,399"
YouTube Cap,15,Direct,"1,292"
Puffer Vest,115,Direct,106
Google Hoodie,124,Organic Search,"1,317"
Google Stickers,5,Referral,174
Google Stickers,5,Referral,866
Google Stickers,5,Social Media,"3,310"
Google Hoodie,124,Paid Search,"1,494"
Notebook,20,Paid Search,"1,487"
Google Stickers,5,Social Media,"2,020"
Canvas Tote,18,Referral,"2,922"
Google Stickers,5,Direct,"1,436"
Greeting Cards,6,Social Media,"1,361"
Google Stickers,5,Direct,"1,000"
Canvas Tote,18,Social Media,"2,758"
Google Stickers,5,Direct,"2,199"
Google Hoodie,124,Social Media,"2,514"
Canvas Tote,18,Organic Search,163
Google Stickers,5,Referral,706
Google Stickers,5,Social Media,"3,085"
Google Stickers,5,Direct,867
Google Water Bottle,10,Paid Search,"2,520"
YouTube Cap,15,Social Media,"3,222"
Puffer Vest,115,Direct,"2,688"
Google Stickers,5,Organic Search,151
Google Hoodie,124,Social Media,"1,886"
Puffer Vest,115,Paid Search,"1,287"
Google Hoodie,124,Organic Search,"1,741"
Google Stickers,5,Direct,"2,577"
Google Water Bottle,10,Social Media,99
Google Stickers,5,Direct,210
YouTube Cap,15,Referral,1
Puffer Vest,115,Organic Search,"3,204"
Google Stickers,5,Direct,163
Android T-Shirt,20,Social Media,"2,364"
YouTube Cap,15,Paid Search,471
Google Water Bottle,10,Paid Search,"2,072"
Canvas Tote,18,Social Media,178
Puffer Vest,115,Paid Search,"2,402"
Lanyard,6,Organic Search,"3,129"
Google Stickers,5,Direct,"2,331"
Google Stickers,5,Paid Search,"3,591"
Greeting Cards,6,Referral,"1,760"
Google Hoodie,124,Paid Search,"3,400"
Google Water Bottle,10,Direct,"3,445"
Google Hoodie,124,Social Media,746
Canvas Tote,18,Social Media,"1,840"
Google Water Bottle,10,Organic Search,"3,340"
Greeting Cards,6,Organic Search,"2,751"
Android T-Shirt,20,Paid Search,"1,433"
Google Stickers,5,Direct,"2,301"
YouTube Cap,15,Direct,"3,190"
Greeting Cards,6,Organic Search,"1,620"
Google Stickers,5,Referral,"3,158"
Notebook,20,Organic Search,"1,721"
Google Hoodie,124,Paid Search,116
Google Stickers,5,Organic Search,"1,234"
Google Water Bottle,10,Paid Search,73
Android T-Shirt,20,Paid Search,"1,874"
Google Stickers,5,Direct,"3,156"
YouTube Cap,15,Paid Search,790
Google Hoodie,124,Organic Search,"2,890"
Google Stickers,5,Referral,"1,010"
Google Hoodie,124,Direct,"2,236"
Google Hoodie,124,Paid Search,"1,996"
Greeting Cards,6,Paid Search,"3,009"
Google Stickers,5,Social Media,38
Google Stickers,5,Paid Search,"3,493"
Notebook,20,Paid Search,"1,539"
Lanyard,6,Organic Search,"3,557"
Greeting Cards,6,Direct,"3,294"
Google Stickers,5,Paid Search,"1,143"
YouTube Cap,15,Direct,"2,637"
YouTube Cap,15,Referral,"3,578"
Canvas Tote,18,Direct,"1,905"
Google Hoodie,124,Direct,"2,391"
Google Stickers,5,Paid Search,794
Google Stickers,5,Social Media,"1,415"
YouTube Cap,15,Paid Search,"3,321"
Notebook,20,Direct,577
Lanyard,6,Referral,"1,411"
Puffer Vest,115,Social Media,"1,443"
Google Stickers,5,Social Media,"2,584"
Google Stickers,5,Direct,534
Google Stickers,5,Organic Search,"1,405"
Google Stickers,5,Referral,139
Android T-Shirt,20,Referral,"2,430"
Puffer Vest,115,Paid Search,242
Greeting Cards,6,Referral,"3,294"
Lanyard,6,Paid Search,63
Backpack,125,Social Media,"3,295"
Google Water Bottle,10,Referral,"1,420"
Google Stickers,5,Referral,930
Puffer Vest,115,Referral,74
Google Stickers,5,Social Media,"1,779"
Google Stickers,5,Organic Search,459
Notebook,20,Referral,"2,974"
Backpack,125,Direct,"3,451"
Google Water Bottle,10,Organic Search,"2,455"
Android T-Shirt,20,Organic Search,327
Google Stickers,5,Organic Search,"1,320"
Google Stickers,5,Organic Search,128
Google Hoodie,124,Social Media,"1,099"
Google Hoodie,124,Paid Search,"3,204"
Google Water Bottle,10,Referral,765
Google Stickers,5,Referral,"1,388"
Google Stickers,5,Direct,134
Google Water Bottle,10,Paid Search,"2,333"
Google Stickers,5,Paid Search,943
Backpack,125,Organic Search,676
Notebook,20,Organic Search,"2,261"
Google Stickers,5,Referral,"3,113"
Backpack,125,Social Media,"1,395"
Greeting Cards,6,Social Media,"1,792"
Google Stickers,5,Referral,"3,384"
Google Stickers,5,Direct,"3,229"
Google Stickers,5,Paid Search,"3,466"
Google Hoodie,124,Referral,"3,076"
Lanyard,6,Social Media,"1,815"
Backpack,125,Referral,870
Google Hoodie,124,Referral,"3,249"
Google Water Bottle,10,Organic Search,"2,543"
Backpack,125,Referral,"3,098"
Backpack,125,Direct,"2,365"
Greeting Cards,6,Social Media,"2,655"
Google Stickers,5,Direct,"1,213"
Notebook,20,Referral,41
Notebook,20,Social Media,467
Google Stickers,5,Organic Search,"1,202"
Google Hoodie,124,Paid Search,"2,255"
Notebook,20,Paid Search,"2,688"
Greeting Cards,6,Organic Search,392
Notebook,20,Paid Search,"2,816"
Google Stickers,5,Social Media,846
Canvas Tote,18,Organic Search,"2,895"
Backpack,125,Paid Search,240
Google Stickers,5,Referral,"2,246"
Canvas Tote,18,Direct,534
Backpack,125,Paid Search,626
Google Stickers,5,Paid Search,256
Google Water Bottle,10,Paid Search,"2,187"
Backpack,125,Direct,890
Canvas Tote,18,Social Media,"2,938"
Google Hoodie,124,Referral,"3,593"
Google Stickers,5,Organic Search,"2,463"
Google Stickers,5,Social Media,"2,612"
Google Hoodie,124,Social Media,161
Android T-Shirt,20,Direct,"2,318"
Google Stickers,5,Referral,"1,593"
Google Stickers,5,Organic Search,"3,486"
Google Hoodie,124,Paid Search,"1,235"
Google Stickers,5,Social Media,657
Puffer Vest,115,Organic Search,"3,509"
Notebook,20,Organic Search,"3,537"
Lanyard,6,Paid Search,"2,288"
Canvas Tote,18,Referral,228
YouTube Cap,15,Social Media,"1,153"
Lanyard,6,Direct,"3,254"
Google Hoodie,124,Social Media,"1,794"
YouTube Cap,15,Social Media,"1,944"
Google Hoodie,124,Social Media,"1,178"
Google Stickers,5,Direct,385
Greeting Cards,6,Organic Search,"1,623"
Canvas Tote,18,Social Media,"3,493"
Canvas Tote,18,Direct,"3,143"
Google Stickers,5,Direct,"2,153"
Google Hoodie,124,Referral,"3,361"
Google Stickers,5,Organic Search,330
Google Water Bottle,10,Organic Search,"1,624"
Backpack,125,Paid Search,"3,522"
Google Stickers,5,Organic Search,"3,009"
Lanyard,6,Paid Search,"1,741"
Google Hoodie,124,Referral,"1,673"
Google Stickers,5,Direct,"1,319"
Backpack,125,Social Media,"1,212"
Backpack,125,Direct,"1,374"
Google Hoodie,124,Organic Search,"1,362"
YouTube Cap,15,Organic Search,"1,807"
Google Water Bottle,10,Direct,"3,314"
Google Stickers,5,Direct,"2,556"
Google Stickers,5,Social Media,"2,787"
Google Stickers,5,Social Media,951
Canvas Tote,18,Referral,"1,390"
Google Stickers,5,Referral,"2,885"
Google Stickers,5,Referral,"1,815"
Backpack,125,Paid Search,"2,945"
Google Stickers,5,Social Media,"1,333"
Puffer Vest,115,Referral,"2,749"
Google Stickers,5,Direct,"2,558"
Google Hoodie,124,Social Media,"2,165"
YouTube Cap,15,Direct,163
Google Stickers,5,Direct,"2,285"
Google Stickers,5,Paid Search,192
Google Hoodie,124,Direct,67
Google Stickers,5,Direct,"3,008"
Canvas Tote,18,Social Media,"1,415"
Google Water Bottle,10,Organic Search,"3,193"
Google Stickers,5,Direct,"3,268"
Google Water Bottle,10,Social Media,790
Google Stickers,5,Direct,"1,461"
Google Stickers,5,Social Media,"2,367"
Lanyard,6,Paid Search,"1,232"
Google Stickers,5,Direct,"1,573"
Greeting Cards,6,Social Media,43
Greeting Cards,6,Paid Search,517
Google Water Bottle,10,Organic Search,301
Google Hoodie,124,Social Media,"1,680"
Google Hoodie,124,Social Media,"3,497"
Google Stickers,5,Paid Search,"1,636"
YouTube Cap,15,Organic Search,"3,375"
Google Hoodie,124,Social Media,"1,805"
Greeting Cards,6,Organic Search,"2,837"
Google Stickers,5,Direct,"1,786"
Google Stickers,5,Paid Search,"3,147"
Google Stickers,5,Organic Search,799
Google Stickers,5,Paid Search,"2,444"
Lanyard,6,Direct,"1,748"
Notebook,20,Organic Search,"1,803"
YouTube Cap,15,Paid Search,174
Greeting Cards,6,Social Media,"3,447"
Notebook,20,Paid Search,739
YouTube Cap,15,Paid Search,"2,766"
Google Stickers,5,Referral,"2,901"
Android T-Shirt,20,Referral,"2,810"
Puffer Vest,115,Organic Search,"3,591"
Greeting Cards,6,Direct,"3,034"
Google Stickers,5,Organic Search,"2,935"
Notebook,20,Paid Search,"2,628"
Puffer Vest,115,Social Media,478
Google Hoodie,124,Social Media,"2,999"
Google Stickers,5,Referral,544
Notebook,20,Paid Search,"2,841"
Backpack,125,Organic Search,"2,751"
Google Stickers,5,Social Media,482
Google Stickers,5,Referral,"2,950"
Google Stickers,5,Paid Search,"2,859"
Google Stickers,5,Direct,"2,056"
Google Stickers,5,Social Media,"1,229"
Google Stickers,5,Social Media,"3,158"
Greeting Cards,6,Referral,"1,503"
Notebook,20,Paid Search,"2,985"
Google Stickers,5,Referral,"1,487"
Google Stickers,5,Referral,"3,445"
Lanyard,6,Organic Search,"2,472"
Google Hoodie,124,Social Media,"2,272"
Puffer Vest,115,Organic Search,"1,366"
YouTube Cap,15,Organic Search,"1,331"
Google Hoodie,124,Social Media,"2,941"
Google Stickers,5,Referral,864
Canvas Tote,18,Social Media,151
Notebook,20,Direct,"1,732"
Lanyard,6,Referral,"2,486"
Greeting Cards,6,Organic Search,"1,858"
YouTube Cap,15,Direct,"3,418"
Google Hoodie,124,Organic Search,"3,435"
YouTube Cap,15,Organic Search,"1,788"
Puffer Vest,115,Referral,"1,279"
Google Stickers,5,Referral,"2,382"
Lanyard,6,Paid Search,"2,018"
Canvas Tote,18,Organic Search,"2,517"
YouTube Cap,15,Direct,"2,294"
Google Stickers,5,Referral,"2,312"
Google Water Bottle,10,Paid Search,"2,804"
Google Water Bottle,10,Referral,992
Canvas Tote,18,Social Media,"2,804"
Google Stickers,5,Paid Search,355
Google Stickers,5,Referral,963
Backpack,125,Referral,590
Google Stickers,5,Social Media,313
Google Hoodie,124,Referral,626
Google Hoodie,124,Referral,"1,320"
Android T-Shirt,20,Social Media,"2,010"
Canvas Tote,18,Referral,"2,611"
YouTube Cap,15,Social Media,"3,269"
Google Water Bottle,10,Direct,399
Google Stickers,5,Referral,"1,493"
Lanyard,6,Social Media,"2,750"
Google Stickers,5,Paid Search,"1,845"
Lanyard,6,Direct,"1,279"
Lanyard,6,Paid Search,"1,365"
Google Water Bottle,10,Organic Search,"2,898"
Google Stickers,5,Social Media,"3,280"
Google Hoodie,124,Social Media,"1,734"
Puffer Vest,115,Social Media,972
Android T-Shirt,20,Paid Search,"3,502"
Google Stickers,5,Direct,"1,748"
Lanyard,6,Organic Search,942
Greeting Cards,6,Direct,"1,727"
Puffer Vest,115,Organic Search,657
Lanyard,6,Referral,416
Notebook,20,Direct,"2,768"
Lanyard,6,Organic Search,"1,344"
Google Water Bottle,10,Organic Search,"2,334"
Notebook,20,Social Media,"1,941"
Google Stickers,5,Organic Search,"2,871"
Android T-Shirt,20,Referral,"1,996"
Google Hoodie,124,Organic Search,648
Canvas Tote,18,Organic Search,130
YouTube Cap,15,Direct,"1,819"
Canvas Tote,18,Social Media,64
Lanyard,6,Social Media,"2,129"
Google Hoodie,124,Paid Search,820
Google Stickers,5,Paid Search,69
Google Stickers,5,Organic Search,"2,887"
Backpack,125,Social Media,581
Puffer Vest,115,Social Media,106
Android T-Shirt,20,Social Media,"1,137"
Notebook,20,Paid Search,261
Google Stickers,5,Organic Search,871
Google Water Bottle,10,Paid Search,"2,745"
Greeting Cards,6,Social Media,"2,006"
Notebook,20,Organic Search,"3,147"
Notebook,20,Paid Search,996
Google Stickers,5,Social Media,"1,523"
Backpack,125,Direct,"1,598"
Google Stickers,5,Social Media,242
Google Stickers,5,Organic Search,"2,134"
Google Stickers,5,Social Media,"1,374"
Google Hoodie,124,Referral,"1,990"
Lanyard,6,Paid Search,"3,497"
Canvas Tote,18,Paid Search,"1,540"
Google Stickers,5,Paid Search,"1,901"
Puffer Vest,115,Referral,330
Lanyard,6,Social Media,705
Google Stickers,5,Direct,"3,233"
Google Stickers,5,Paid Search,"2,536"
Puffer Vest,115,Organic Search,"1,284"
Google Stickers,5,Paid Search,460
Google Stickers,5,Paid Search,"1,620"
Canvas Tote,18,Social Media,523
Notebook,20,Organic Search,999
Google Stickers,5,Social Media,"2,079"
YouTube Cap,15,Referral,"2,960"
Google Hoodie,124,Direct,687
Backpack,125,Organic Search,383
Backpack,125,Referral,"2,848"
Google Hoodie,124,Paid Search,"2,287"
Lanyard,6,Paid Search,497
Google Water Bottle,10,Referral,"1,859"
Google Hoodie,124,Referral,"2,688"
YouTube Cap,15,Referral,"3,034"
Greeting Cards,6,Referral,"1,415"
Notebook,20,Direct,"2,841"
Google Hoodie,124,Direct,472
Google Stickers,5,Direct,"3,015"
Android T-Shirt,20,Referral,65
Notebook,20,Paid Search,"2,879"
Lanyard,6,Paid Search,"3,190"
Backpack,125,Organic Search,294
Greeting Cards,6,Direct,"2,898"
Google Stickers,5,Direct,"2,430"
Backpack,125,Paid Search,"1,008"
Google Stickers,5,Organic Search,365
Canvas Tote,18,Organic Search,95
Greeting Cards,6,Social Media,"2,514"
YouTube Cap,15,Social Media,"2,814"
Android T-Shirt,20,Social Media,"3,095"
Greeting Cards,6,Organic Search,749
Google Hoodie,124,Referral,961
Greeting Cards,6,Referral,"1,071"
Google Stickers,5,Organic Search,"1,194"
Canvas Tote,18,Organic Search,"3,470"
Google Stickers,5,Referral,370
Android T-Shirt,20,Referral,"3,464"
Google Stickers,5,Referral,"1,734"
Canvas Tote,18,Paid Search,"2,123"
Android T-Shirt,20,Organic Search,"3,294"
Google Hoodie,124,Paid Search,"1,308"
Backpack,125,Social Media,"2,479"
Google Hoodie,124,Social Media,534
Lanyard,6,Social Media,"1,818"
Android T-Shirt,20,Organic Search,221
Greeting Cards,6,Organic Search,"1,782"
Backpack,125,Referral,223
Google Hoodie,124,Social Media,"3,329"
Android T-Shirt,20,Direct,"2,591"
Lanyard,6,Paid Search,"1,867"
Puffer Vest,115,Paid Search,"1,245"
Puffer Vest,115,Paid Search,119
Canvas Tote,18,Paid Search,"2,179"
Android T-Shirt,20,Referral,"3,447"
Google Stickers,5,Direct,"2,971"
Greeting Cards,6,Referral,"3,443"
Google Stickers,5,Direct,"1,714"
Google Stickers,5,Referral,676
Android T-Shirt,20,Referral,568
Google Stickers,5,Social Media,"1,292"
Backpack,125,Direct,"2,678"
Google Hoodie,124,Social Media,"3,426"
Canvas Tote,18,Social Media,"1,000"
Notebook,20,Paid Search,"2,860"
Google Stickers,5,Organic Search,"1,658"
Greeting Cards,6,Paid Search,"2,954"
Google Hoodie,124,Direct,"1,509"
Backpack,125,Direct,"2,791"
YouTube Cap,15,Social Media,"2,562"
Android T-Shirt,20,Direct,256
Google Stickers,5,Social Media,"2,405"
Google Stickers,5,Social Media,"2,860"
Lanyard,6,Organic Search,"2,434"
Android T-Shirt,20,Social Media,"1,235"
Google Stickers,5,Organic Search,"1,142"
Notebook,20,Referral,"1,086"
Google Stickers,5,Social Media,482
Puffer Vest,115,Direct,"1,097"
Android T-Shirt,20,Paid Search,"1,678"
Google Water Bottle,10,Direct,"3,117"
Google Stickers,5,Social Media,"2,064"
YouTube Cap,15,Social Media,"2,904"
Puffer Vest,115,Referral,343
Google Water Bottle,10,Social Media,"2,461"
Google Stickers,5,Direct,"1,685"
YouTube Cap,15,Direct,"1,733"
Google Stickers,5,Social Media,"3,549"
Notebook,20,Paid Search,"1,641"
Google Water Bottle,10,Referral,"1,250"
Android T-Shirt,20,Social Media,"3,275"
YouTube Cap,15,Referral,"1,731"
Notebook,20,Organic Search,"2,610"
Canvas Tote,18,Social Media,"2,764"
Google Hoodie,124,Paid Search,64
Google Stickers,5,Social Media,260
Puffer Vest,115,Direct,"2,907"
Lanyard,6,Organic Search,"2,110"
Google Stickers,5,Direct,"1,177"
Google Hoodie,124,Paid Search,"1,240"
Google Stickers,5,Paid Search,"1,126"
Google Hoodie,124,Social Media,"2,926"
Google Stickers,5,Referral,"2,589"
Lanyard,6,Direct,"1,538"
Google Stickers,5,Referral,"2,556"
Lanyard,6,Paid Search,517
Backpack,125,Paid Search,"1,028"
Android T-Shirt,20,Organic Search,"2,630"
Google Stickers,5,Referral,"1,776"
Backpack,125,Direct,"1,866"
Google Water Bottle,10,Direct,"3,432"
YouTube Cap,15,Referral,238
Google Stickers,5,Referral,871
Google Stickers,5,Direct,240
Greeting Cards,6,Referral,"2,681"
Google Stickers,5,Referral,"1,872"
Notebook,20,Direct,"2,205"
Puffer Vest,115,Direct,921
Notebook,20,Paid Search,"2,417"
Google Stickers,5,Referral,"1,401"
Google Stickers,5,Paid Search,"2,672"
Greeting Cards,6,Direct,449
Lanyard,6,Referral,"1,965"
Google Stickers,5,Organic Search,210
Notebook,20,Referral,"2,367"
Google Stickers,5,Social Media,"1,978"
Puffer Vest,115,Direct,"3,209"
Android T-Shirt,20,Organic Search,"1,815"
YouTube Cap,15,Direct,961
Puffer Vest,115,Referral,"1,178"
Google Water Bottle,10,Paid Search,"3,066"
Google Stickers,5,Referral,"1,434"
Google Stickers,5,Paid Search,"1,767"
Lanyard,6,Organic Search,"2,451"
Notebook,20,Referral,"1,230"
Google Hoodie,124,Direct,"2,984"
Android T-Shirt,20,Direct,"2,151"
Puffer Vest,115,Direct,"1,647"
Google Stickers,5,Social Media,917
Notebook,20,Direct,"1,629"
Canvas Tote,18,Direct,"1,602"
Google Water Bottle,10,Direct,"3,585"
Google Hoodie,124,Direct,"1,287"
Google Hoodie,124,Referral,710
Google Water Bottle,10,Direct,"1,177"
Google Stickers,5,Organic Search,"3,295"
Canvas Tote,18,Social Media,418
Google Water Bottle,10,Direct,403
Google Hoodie,124,Organic Search,"1,508"
Google Stickers,5,Social Media,"2,332"
Puffer Vest,115,Paid Search,"1,666"
Android T-Shirt,20,Referral,524
Google Stickers,5,Direct,"2,463"
Lanyard,6,Referral,"2,579"
Backpack,125,Social Media,"3,362"
Lanyard,6,Organic Search,"3,272"
Google Stickers,5,Paid Search,"2,661"
Google Hoodie,124,Organic Search,690
Canvas Tote,18,Paid Search,"3,229"
Android T-Shirt,20,Paid Search,"3,027"
Google Stickers,5,Social Media,"3,529"
Google Stickers,5,Referral,"2,776"
Backpack,125,Social Media,"1,021"
Lanyard,6,Direct,"1,523"
Backpack,125,Social Media,"1,711"
Greeting Cards,6,Referral,141
Android T-Shirt,20,Organic Search,381
Google Hoodie,124,Social Media,961
Greeting Cards,6,Organic Search,"1,066"
Google Stickers,5,Referral,760
Greeting Cards,6,Organic Search,"2,451"
Google Water Bottle,10,Social Media,"3,304"
Google Stickers,5,Referral,"1,718"
Google Hoodie,124,Paid Search,"1,043"
Google Stickers,5,Direct,227
Google Stickers,5,Organic Search,"2,742"
Lanyard,6,Referral,"2,727"
Google Stickers,5,Social Media,28
Google Hoodie,124,Paid Search,"3,570"
Google Stickers,5,Direct,397
Google Hoodie,124,Direct,172
Lanyard,6,Social Media,"2,405"
Google Stickers,5,Social Media,86
Google Hoodie,124,Referral,"3,409"
Google Stickers,5,Referral,"3,004"
Google Stickers,5,Direct,"1,816"
Lanyard,6,Organic Search,"2,714"
Google Stickers,5,Direct,"1,395"
Google Stickers,5,Direct,"3,343"
Canvas Tote,18,Social Media,"1,430"
